nation,nation_code,pos,player,birth_date,birth_city,birth_country,caps,club
Netherlands,,3 MF,Frenkie de Jong,12 May 1997,Arkel,Netherlands,66,Barcelona
Netherlands,,2 DF,Denzel Dumfries,18 April 1996,Rotterdam,Netherlands,72,Inter Milan
Netherlands,,1 GK,Mark Flekken,13 June 1993,Kerkrade,Netherlands,12,Bayer Leverkusen
Netherlands,,4 FW,Crysencio Summerville,30 October 2001,Rotterdam,Netherlands,2,West Ham United
Netherlands,,2 DF,Jorrel Hato,7 March 2006,Rotterdam,Netherlands,8,Chelsea
Netherlands,,3 MF,Quinten Timber,17 June 2001,Utrecht,Netherlands,11,Marseille
Sweden,,1 GK,Jacob Widell Zetterström,11 July 1998,Stockholm,Sweden,3,Derby County
Sweden,,2 DF,Gustaf Lagerbielke,10 April 2000,Stockholm,Sweden,11,Braga
Sweden,,2 DF,Victor Lindelöf,17 July 1994,Västerås,Sweden,76,Aston Villa
Sweden,,2 DF,Isak Hien,13 January 1999,Kista,Sweden,29,Atalanta
Sweden,,2 DF,Gabriel Gudmundsson,29 April 1999,Malmö,Sweden,24,Leeds United
Sweden,,2 DF,Herman Johansson,16 October 1997,Örnsköldsvik,Sweden,3,FC Dallas
Sweden,,3 MF,Lucas Bergvall,2 February 2006,Stockholm,Sweden,10,Tottenham Hotspur
Sweden,,2 DF,Daniel Svensson,12 February 2002,Stockholm,Sweden,13,Borussia Dortmund
Sweden,,4 FW,Alexander Isak,21 September 1999,Stockholm,Sweden,58,Liverpool
Sweden,,3 MF,Benjamin Nygren,8 July 2001,Gothenburg,Sweden,11,Celtic
Sweden,,4 FW,Anthony Elanga,27 April 2002,Hyllie,Sweden,30,Newcastle United
Sweden,,1 GK,Viktor Johansson,14 September 1998,Stockholm,Sweden,12,Stoke City
Sweden,,3 MF,Ken Sema,30 September 1993,Norrköping Matteus church parish,Sweden,33,Pafos
Sweden,,2 DF,Hjalmar Ekdal,21 October 1998,Stockholm,Sweden,13,Burnley
Sweden,,2 DF,Carl Starfelt,1 June 1995,Stockholm,Sweden,18,Celta Vigo
Sweden,,3 MF,Jesper Karlström,21 June 1995,Stockholm,Sweden,25,Udinese
Sweden,,4 FW,Viktor Gyökeres,4 June 1998,Hägerstens församling,Sweden,33,Arsenal
Sweden,,3 MF,Yasin Ayari,6 October 2003,Solna,Sweden,21,Brighton & Hove Albion
Sweden,,3 MF,Mattias Svanberg,5 January 1999,Malmö,Sweden,41,VfL Wolfsburg
Sweden,,2 DF,Eric Smith,8 January 1997,Halmstad,Sweden,2,FC St. Pauli
Sweden,,2 DF,Alexander Bernhardsson,8 September 1998,Gothenburg,Sweden,11,Holstein Kiel
Sweden,,3 MF,Besfort Zeneli,21 November 2002,Säter,Sweden,8,Union Saint-Gilloise
Sweden,,1 GK,Kristoffer Nordfeldt,23 June 1989,Stockholm,Sweden,21,AIK
Sweden,,2 DF,Elliot Stroud,22 June 2002,Uddevalla,Sweden,1,Mjällby AIF
Sweden,,4 FW,Gustaf Nilsson,23 May 1997,Falkenberg,Sweden,10,Club Brugge
Sweden,,4 FW,Taha Ali,1 July 1998,Spånga-Kista församling,Sweden,2,Malmö FF
Tunisia,,1 GK,Mouhib Chamakh,25 August 2001,Medenine,Tunisia,3,Club Africain
Tunisia,,2 DF,Ali Abdi,20 December 1993,Sfax,Tunisia,46,Nice
Tunisia,,2 DF,Montassar Talbi,26 May 1998,Paris,France,64,Lorient
Tunisia,,2 DF,Omar Rekik,20 December 2001,Helmond,Netherlands,6,Maribor
Tunisia,,2 DF,Adem Arous,17 July 2004,Medina,Saudi Arabia,2,Kasımpaşa
Tunisia,,2 DF,Dylan Bronn,19 June 1995,Cannes,France,52,Servette
Tunisia,,4 FW,Elias Achouri,10 February 1999,Saint-Denis,France,30,Copenhagen
Tunisia,,4 FW,Elias Saad,27 December 1999,Hamburg,Germany,15,Hannover 96
Tunisia,,4 FW,Hazem Mastouri,18 June 1997,Tunis,Tunisia,19,Dynamo Makhachkala
Tunisia,,3 MF,Hannibal Mejbri,21 January 2003,Ivry-sur-Seine,France,45,Burnley
Tunisia,,3 MF,Ismaël Gharbi,10 April 2004,Paris,France,17,FC Augsburg
Tunisia,,2 DF,Mortadha Ben Ouanes,2 July 1994,Sousse,Tunisia,18,Kasımpaşa
Tunisia,,3 MF,Rani Khedira,27 January 1994,Stuttgart,Germany,3,Union Berlin
Tunisia,,3 MF,Khalil Ayari,2 February 2005,Tunis,Tunisia,4,Paris Saint-Germain
Tunisia,,3 MF,Hadj Mahmoud,24 April 2000,Sousse,Tunisia,9,Lugano
Tunisia,,1 GK,Aymen Dahmen,28 January 1997,Sfax,Tunisia,37,CS Sfaxien
Tunisia,,3 MF,Ellyes Skhiri,10 May 1995,Lunel,France,83,Eintracht Frankfurt
Tunisia,,4 FW,Rayan Elloumi,17 September 2007,St. Albert,Canada,4,Vancouver Whitecaps FC
Tunisia,,4 FW,Firas Chaouat,8 May 1996,Sfax,Tunisia,30,Club Africain
Tunisia,,2 DF,Yan Valery,22 February 1999,Champigny-sur-Marne,France,22,Young Boys
Tunisia,,2 DF,Mohamed Amine Ben Hamida,15 December 1995,Tunis,Tunisia,13,Espérance de Tunis
Tunisia,,1 GK,Sabri Ben Hessen,13 June 1996,Sfax,Tunisia,2,Étoile du Sahel
Tunisia,,2 DF,Moutaz Neffati,4 September 2004,Norrköping,Sweden,5,IFK Norrköping
Tunisia,,2 DF,Raed Chikhaoui,9 June 2004,Sakiet Ezzit,Tunisia,0,US Monastir
Tunisia,,3 MF,Anis Ben Slimane,16 March 2001,Copenhagen,Denmark,41,Norwich City
Tunisia,,3 MF,Sebastian Tounekti,13 July 2002,Tromsø Municipality,Norway,12,Celtic
Belgium,,1 GK,Thibaut Courtois,11 May 1992,Bree,Belgium,109,Real Madrid
Belgium,,2 DF,Zeno Debast,24 October 2003,Halle,Belgium,26,Sporting CP
Belgium,,2 DF,Arthur Theate,25 May 2000,Liège,Belgium,33,Eintracht Frankfurt
Belgium,,2 DF,Brandon Mechele,28 January 1993,Bredene,Belgium,9,Club Brugge
Belgium,,2 DF,Maxim De Cuyper,22 December 2000,Knokke-Heist,Belgium,19,Brighton & Hove Albion
Belgium,,3 MF,Axel Witsel,12 January 1989,Liège,Belgium,138,Girona
Belgium,,3 MF,Kevin De Bruyne,28 June 1991,Drongen,Belgium,119,Napoli
Belgium,,3 MF,Youri Tielemans,7 May 1997,Sint-Pieters-Leeuw,Belgium,85,Aston Villa
Belgium,,4 FW,Romelu Lukaku,13 May 1993,Antwerp,Belgium,126,Napoli
Belgium,,4 FW,Leandro Trossard,4 December 1994,Maasmechelen,Belgium,51,Arsenal
Belgium,,4 FW,Jérémy Doku,27 May 2002,Antwerp,Belgium,43,Manchester City
Belgium,,1 GK,Senne Lammens,7 July 2002,Aaigem,Belgium,2,Manchester United
Belgium,,1 GK,Mike Penders,31 July 2005,Maasmechelen,Belgium,0,Strasbourg
Belgium,,4 FW,Dodi Lukébakio,24 September 1997,Asse,Belgium,30,Benfica
Belgium,,2 DF,Thomas Meunier,12 September 1991,Sainte-Ode,Belgium,80,Lille
Belgium,,2 DF,Koni De Winter,12 June 2002,Antwerp,Belgium,8,Milan
Belgium,,4 FW,Charles De Ketelaere,10 March 2001,Bruges,Belgium,30,Atalanta
Belgium,,2 DF,Joaquin Seys,28 March 2005,Ostend,Belgium,5,Club Brugge
Belgium,,3 MF,Diego Moreira,6 August 2004,Liège,Belgium,3,Strasbourg
Belgium,,3 MF,Hans Vanaken,24 August 1992,Neerpelt,Belgium,34,Club Brugge
Belgium,,2 DF,Timothy Castagne,5 December 1995,Arlon,Belgium,63,Fulham
Belgium,,3 MF,Alexis Saelemaekers,27 June 1999,Berchem-Sainte-Agathe,Belgium,24,Milan
Belgium,,3 MF,Nicolas Raskin,23 February 2001,Waregem,Belgium,13,Rangers
Belgium,,3 MF,Amadou Onana,16 August 2001,Dakar,Senegal,29,Aston Villa
Belgium,,2 DF,Nathan Ngoy,10 June 2003,Brussels,Belgium,4,Lille
Belgium,,4 FW,Matias Fernandez-Pardo,3 February 2005,Brussels,Belgium,2,Lille
Egypt,,1 GK,Mohamed El Shenawy,18 December 1988,Kafr el-Sheikh,Egypt,76,Al Ahly
Egypt,,2 DF,Yasser Ibrahim,10 February 1993,Mansoura,Egypt,17,Al Ahly
Egypt,,2 DF,Mohamed Hany,2 February 1996,Cairo,Egypt,42,Al Ahly
Egypt,,2 DF,Hossam Abdelmaguid,30 April 2001,,Egypt,13,Zamalek
Egypt,,2 DF,Ramy Rabia,20 May 1993,Cairo,Egypt,44,Al Ain
Egypt,,2 DF,Mohamed Abdelmonem,1 February 1999,Zagazig,Egypt,36,Nice
Egypt,,4 FW,Trézéguet,1 October 1994,Kafr el-Sheikh,Egypt,96,Al Ahly
Egypt,,3 MF,Emam Ashour,20 February 1998,Mansoura,Egypt,29,Al Ahly
Egypt,,4 FW,Hamza Abdelkarim,1 January 2008,Mansoura,Egypt,2,Barcelona B
Egypt,,4 FW,Mohamed Salah,15 June 1992,Nagrig,Egypt,116,Liverpool
Egypt,,3 MF,Mostafa Ziko,27 April 1997,Monufia Governorate,Egypt,2,Pyramids
Egypt,,4 FW,Haissem Hassan,8 February 2002,Paris,France,4,Oviedo
Egypt,,2 DF,Ahmed Fatouh,22 March 1998,Cairo,Egypt,39,Zamalek
Egypt,,3 MF,Hamdy Fathy,29 September 1994,Beheira Governorate,Egypt,63,Al-Wakrah
Egypt,,2 DF,Karim Hafez,12 March 1996,Cairo,Egypt,9,Pyramids
Egypt,,1 GK,El Mahdy Soliman,8 June 1987,Cairo,Egypt,0,Zamalek
Egypt,,3 MF,Mohanad Lasheen,29 May 1996,Cairo,Egypt,23,Pyramids
Egypt,,3 MF,Nabil Emad,6 April 1996,El Mahalla El Kubra,Egypt,12,Al-Najma
Egypt,,3 MF,Marwan Attia,1 August 1998,Kafr el-Dawwar,Egypt,34,Al Ahly
Egypt,,4 FW,Ibrahim Adel,23 April 2001,Port Said,Egypt,24,Nordsjælland
Egypt,,3 MF,Mahmoud Saber,30 July 2001,Desouk,Egypt,15,ZED
Egypt,,4 FW,Omar Marmoush,7 February 1999,Cairo,Egypt,50,Manchester City
Egypt,,1 GK,Mostafa Shobeir,15 May 2000,Giza,Egypt,9,Al Ahly
Egypt,,2 DF,Tarek Alaa,5 January 2002,Cairo,Egypt,3,ZED
Egypt,,4 FW,Zizo,10 January 1996,Minya,Egypt,63,Al Ahly
Egypt,,1 GK,Mohamed Alaa,1 January 1999,Ismailia,Egypt,0,El Gouna
Iran,,1 GK,Alireza Beiranvand,21 September 1992,Sarab-e Yas,Iran,86,Tractor
Iran,,2 DF,Saleh Hardani,26 December 1998,Bahmai County,Iran,18,Esteghlal
Iran,,2 DF,Ehsan Hajsafi,25 February 1990,Kashan,Iran,146,Sepahan
Iran,,2 DF,Shojae Khalilzadeh,14 May 1989,Bahnemir,Iran,58,Tractor
Iran,,2 DF,Milad Mohammadi,29 September 1993,Tehran,Iran,76,Persepolis
Iran,,3 MF,Saeid Ezatolahi,1 October 1996,Bandar-e Anzali,Iran,83,Shabab Al Ahli
Iran,,3 MF,Alireza Jahanbakhsh,11 August 1993,Qazvin,Iran,99,Dender EH
Iran,,3 MF,Mohammad Mohebi,20 December 1998,Bushehr,Iran,37,Rostov
Iran,,4 FW,Mehdi Taremi,18 July 1992,Bushehr,Iran,105,Olympiacos
Iran,,4 FW,Mehdi Ghayedi,5 December 1998,Bushehr,Iran,30,Al Nasr
Iran,,4 FW,Ali Alipour,11 November 1995,Qaem Shahr,Iran,14,Persepolis
Iran,,1 GK,Payam Niazmand,6 April 1995,Tehran,Iran,15,Persepolis
Iran,,2 DF,Hossein Kanaanizadegan,23 March 1994,Mahshahr,Iran,65,Persepolis
Iran,,3 MF,Saman Ghoddos,6 September 1993,Piranshahr Sugar Factory,Iran,68,Kalba
Iran,,3 MF,Rouzbeh Cheshmi,24 July 1993,Tehran,Iran,40,Esteghlal
Iran,,3 MF,Mahdi Torabi,10 September 1994,Eshtehard,Iran,52,Tractor
Iran,,2 DF,Arya Yousefi,22 April 2002,Mahshahr,Iran,14,Sepahan
Iran,,4 FW,Amirhossein Hosseinzadeh,30 October 2000,Tehran,Iran,18,Tractor
Iran,,2 DF,Ali Nemati,8 February 1996,Nishapur,Iran,18,Foolad
Iran,,4 FW,Shahriyar Moghanlou,21 December 1994,Zanjan,Iran,21,Kalba
Iran,,3 MF,Mohammad Ghorbani,7 October 2001,Arak,Iran,16,Al Wahda
Iran,,1 GK,Hossein Hosseini,30 June 1992,Shiraz,Iran,13,Sepahan
Iran,,2 DF,Ramin Rezaeian,21 March 1990,Sari,Iran,74,Foolad
Iran,,4 FW,Dennis Eckert,9 January 1997,Bonn,Germany,0,Standard Liège
Iran,,2 DF,Danial Eiri,26 October 2003,Gonbad-e Kavus,Iran,0,Malavan
Iran,,3 MF,Amirmohammad Razzaghinia,11 April 2006,Yazd,Iran,4,Esteghlal
New Zealand,,1 GK,Max Crocombe,12 August 1993,Auckland,New Zealand,24,Millwall
New Zealand,,2 DF,Tim Payne,10 January 1994,Auckland,New Zealand,51,Wellington Phoenix
New Zealand,,2 DF,Francis de Vries,28 November 1994,Christchurch,New Zealand,20,Auckland FC
New Zealand,,2 DF,Tyler Bindon,27 January 2005,Auckland,New Zealand,25,Sheffield United
New Zealand,,2 DF,Michael Boxall,18 August 1988,Auckland,New Zealand,63,Minnesota United FC
New Zealand,,3 MF,Joe Bell,27 April 1999,Bristol,United Kingdom,32,Viking
New Zealand,,4 FW,Logan Rogerson,28 May 1998,Hamilton,New Zealand,18,Auckland FC
New Zealand,,3 MF,Marko Stamenić,19 February 2002,Wellington,New Zealand,39,Swansea City
New Zealand,,4 FW,Chris Wood,7 December 1991,Auckland,New Zealand,90,Nottingham Forest
New Zealand,,3 MF,Sarpreet Singh,20 February 1999,Auckland,New Zealand,28,Wellington Phoenix
New Zealand,,3 MF,Elijah Just,1 May 2000,Palmerston North,New Zealand,44,Motherwell
New Zealand,,1 GK,Alex Paulsen,4 July 2002,Auckland,New Zealand,8,Lechia Gdańsk
New Zealand,,2 DF,Liberato Cacace,27 September 2000,Wellington,New Zealand,37,Wrexham
New Zealand,,3 MF,Alex Rufer,12 June 1996,Wellington,New Zealand,26,Wellington Phoenix
New Zealand,,2 DF,Nando Pijnaker,25 February 1999,Zutphen,Netherlands,25,Auckland FC
New Zealand,,2 DF,Finn Surman,23 September 2003,Christchurch,New Zealand,19,Portland Timbers
New Zealand,,4 FW,Kosta Barbarouses,19 February 1990,Wellington,New Zealand,76,Western Sydney Wanderers
New Zealand,,4 FW,Ben Waine,11 June 2001,Wellington,New Zealand,31,Port Vale
New Zealand,,3 MF,Ben Old,13 August 2002,Auckland,New Zealand,24,Saint-Étienne
New Zealand,,3 MF,Callum McCowatt,30 April 1999,Auckland,New Zealand,32,Silkeborg
New Zealand,,4 FW,Jesse Randall,19 August 2002,Wellington,New Zealand,11,Auckland FC
New Zealand,,1 GK,Michael Woud,16 January 1999,Auckland,New Zealand,6,Auckland FC
New Zealand,,3 MF,Ryan Thomas,20 December 1994,Te Puke,New Zealand,25,PEC Zwolle
New Zealand,,2 DF,Callan Elliot,7 July 1999,Scotland,United Kingdom,11,Auckland FC
New Zealand,,3 MF,Lachlan Bayliss,24 July 2002,Darwin,Australia,4,Newcastle Jets
New Zealand,,2 DF,Tommy Smith,31 March 1990,Macclesfield,United Kingdom,56,Braintree Town
Cape Verde,,1 GK,Vozinha,3 June 1986,Mindelo,Cape Verde,90,Chaves
Cape Verde,,2 DF,Stopira,20 May 1988,Praia,Cape Verde,61,Torreense
Cape Verde,,2 DF,Diney,17 January 1995,Tarrafal,Cape Verde,32,Al Bataeh
Cape Verde,,2 DF,Pico,17 June 1992,Crumlin,Ireland,45,Shamrock Rovers
Cape Verde,,2 DF,Logan Costa,1 April 2001,Saint-Denis,France,28,Villarreal
Cape Verde,,3 MF,Kevin Pina,27 January 1997,Praia,Cape Verde,31,Krasnodar
Cape Verde,,3 MF,Jovane Cabral,14 June 1998,Assomada,Cape Verde,29,Estrela Amadora
Cape Verde,,3 MF,João Paulo,26 May 1998,Ribeira Grande,Cape Verde,41,FCSB
Cape Verde,,4 FW,Gilson Benchimol,29 December 2001,Praia,Cape Verde,21,Akron Tolyatti
Cape Verde,,3 MF,Jamiro Monteiro,23 November 1993,Rotterdam,Netherlands,55,PEC Zwolle
Cape Verde,,3 MF,Garry Rodrigues,27 November 1990,Rotterdam,Netherlands,61,Apollon Limassol
Cape Verde,,1 GK,Márcio Rosa,23 February 1997,Praia,Cape Verde,11,Montana
Cape Verde,,2 DF,Sidny Lopes Cabral,18 September 2002,Rotterdam,Netherlands,11,Benfica
Cape Verde,,3 MF,Deroy Duarte,4 July 1999,Rotterdam,Netherlands,33,Ludogorets Razgrad
Cape Verde,,3 MF,Laros Duarte,28 February 1997,Rotterdam,Netherlands,20,Puskás Akadémia
Cape Verde,,3 MF,Yannick Semedo,29 December 1995,Praia,Cape Verde,11,Farense
Cape Verde,,3 MF,Willy Semedo,27 April 1994,Montfermeil,France,38,Omonia
Cape Verde,,3 MF,Telmo Arcanjo,21 June 2001,Lisbon,Portugal,16,Vitória de Guimarães
Cape Verde,,4 FW,Dailon Livramento,4 May 2001,Rotterdam,Netherlands,22,Casa Pia
Cape Verde,,4 FW,Ryan Mendes,8 January 1990,Mindelo,Cape Verde,96,Iğdır
Cape Verde,,3 MF,Nuno da Costa,10 February 1991,Praia,Cape Verde,9,İstanbul Başakşehir
Cape Verde,,2 DF,Steven Moreira,13 August 1994,Noisy-le-Grand,France,20,Columbus Crew
Cape Verde,,1 GK,CJ dos Santos,24 August 2000,Philadelphia,United States,1,San Diego FC
Cape Verde,,2 DF,Wagner Pina,3 November 2002,Lisbon,Portugal,14,Trabzonspor
Cape Verde,,2 DF,Kelvin Pires,5 June 2000,Mindelo,Cape Verde,6,SJK
Cape Verde,,3 MF,Hélio Varela,3 May 2002,Almada,Portugal,21,Maccabi Tel Aviv
Saudi Arabia,,1 GK,Nawaf Al-Aqidi,10 May 2000,Riyadh,Saudi Arabia,24,Al-Nassr
Saudi Arabia,,2 DF,Ali Majrashi,2 October 1999,,Saudi Arabia,21,Al-Ahli
Saudi Arabia,,2 DF,Ali Lajami,24 April 1996,Qatif governorate,Saudi Arabia,24,Al-Hilal
Saudi Arabia,,2 DF,Abdulelah Al-Amri,15 January 1997,Ta'if,Saudi Arabia,44,Al-Nassr
Saudi Arabia,,2 DF,Hassan Al-Tambakti,9 February 1999,Riyadh,Saudi Arabia,54,Al-Hilal
Saudi Arabia,,3 MF,Nasser Al-Dawsari,19 December 1998,Riyadh,Saudi Arabia,47,Al-Hilal
Saudi Arabia,,3 MF,Musab Al-Juwayr,20 June 2003,Riyadh,Saudi Arabia,37,Al-Qadsiah
Saudi Arabia,,4 FW,Ayman Yahya,14 May 2001,Riyadh,Saudi Arabia,26,Al-Nassr
Saudi Arabia,,4 FW,Firas Al-Buraikan,14 May 2000,Riyadh,Saudi Arabia,72,Al-Ahli
Saudi Arabia,,4 FW,Salem Al-Dawsari,19 August 1991,Riyadh,Saudi Arabia,111,Al-Hilal
Saudi Arabia,,4 FW,Saleh Al-Shehri,1 November 1993,Jeddah,Saudi Arabia,59,Al-Ittihad
Saudi Arabia,,2 DF,Saud Abdulhamid,18 July 1999,Jeddah,Saudi Arabia,55,Lens
Saudi Arabia,,2 DF,Nawaf Boushal,16 September 1999,Qatif,Saudi Arabia,27,Al-Nassr
Saudi Arabia,,2 DF,Hassan Kadesh,26 September 1992,Dammam,Saudi Arabia,21,Al-Ittihad
Saudi Arabia,,3 MF,Abdullah Al-Khaibari,16 August 1996,Riyadh,Saudi Arabia,42,Al-Nassr
Saudi Arabia,,3 MF,Ziyad Al-Johani,11 November 2001,Jeddah,Saudi Arabia,12,Al-Ahli
Saudi Arabia,,4 FW,Khalid Al-Ghannam,8 November 2000,Khobar,Saudi Arabia,7,Al-Ettifaq
Saudi Arabia,,3 MF,Alaa Al-Hejji,3 December 1995,Sakakah,Saudi Arabia,3,Neom
Saudi Arabia,,4 FW,Abdullah Al-Hamdan,13 September 1999,Riyadh,Saudi Arabia,52,Al-Nassr
Saudi Arabia,,4 FW,Sultan Mandash,17 October 1994,Jeddah,Saudi Arabia,7,Al-Hilal
Saudi Arabia,,1 GK,Mohammed Al-Owais,10 October 1991,Al-Ahsa Oasis,Saudi Arabia,65,Al-Ula
Saudi Arabia,,1 GK,Ahmed Al-Kassar,8 May 1991,Qatif governorate,Saudi Arabia,9,Al-Qadsiah
Saudi Arabia,,3 MF,Mohamed Kanno,22 September 1994,Khobar,Saudi Arabia,79,Al-Hilal
Saudi Arabia,,2 DF,Moteb Al-Harbi,20 February 2000,Riyadh,Saudi Arabia,13,Al-Hilal
Saudi Arabia,,2 DF,Jehad Thakri,21 July 2001,Khobar,Saudi Arabia,8,Al-Qadsiah
Saudi Arabia,,2 DF,Mohammed Abu Al-Shamat,11 August 2002,Jeddah,Saudi Arabia,8,Al-Qadsiah
Spain,,1 GK,David Raya,15 September 1995,Barcelona,Spain,13,Arsenal
Spain,,2 DF,Marc Pubill,20 June 2003,Terrassa,Spain,2,Atlético Madrid
Spain,,2 DF,Álex Grimaldo,20 September 1995,Valencia,Spain,14,Bayer Leverkusen
Spain,,2 DF,Eric García,9 January 2001,Martorell,Spain,21,Barcelona
Spain,,2 DF,Marcos Llorente,30 January 1995,Barcelona,Spain,24,Atlético Madrid
Spain,,3 MF,Mikel Merino,22 June 1996,Pamplona,Spain,43,Arsenal
Spain,,4 FW,Ferran Torres,29 February 2000,Foios,Spain,57,Barcelona
Spain,,3 MF,Fabián Ruiz,3 April 1996,Los Palacios y Villafranca,Spain,42,Paris Saint-Germain
Spain,,3 MF,Gavi,5 August 2004,Los Palacios y Villafranca,Spain,30,Barcelona
Spain,,4 FW,Dani Olmo,7 May 1998,Terrassa,Spain,50,Barcelona
Spain,,4 FW,Yéremy Pino,20 October 2002,Las Palmas de Gran Canaria,Spain,23,Crystal Palace
Spain,,2 DF,Pedro Porro,13 September 1999,Don Benito,Spain,18,Tottenham Hotspur
Spain,,1 GK,Joan Garcia,4 May 2001,Sallent de Llobregat,Spain,2,Barcelona
Spain,,2 DF,Aymeric Laporte,27 May 1994,Agen,France,46,Athletic Bilbao
Spain,,3 MF,Álex Baena,20 July 2001,Roquetas de Mar,Spain,17,Atlético Madrid
Spain,,3 MF,Rodri,22 June 1996,Madrid,Spain,62,Manchester City
Spain,,4 FW,Nico Williams,12 July 2002,Pamplona,Spain,30,Athletic Bilbao
Spain,,3 MF,Martín Zubimendi,2 February 1999,San Sebastián,Spain,26,Arsenal
Spain,,4 FW,Lamine Yamal,13 July 2007,Esplugues de Llobregat,Spain,25,Barcelona
Spain,,3 MF,Pedri,25 November 2002,Tegueste,Spain,41,Barcelona
Spain,,4 FW,Mikel Oyarzabal,21 April 1997,Eibar,Spain,53,Real Sociedad
Spain,,2 DF,Pau Cubarsí,22 January 2007,Estanyol,Spain,12,Barcelona
Spain,,1 GK,Unai Simón,11 June 1997,Vitoria-Gasteiz,Spain,58,Athletic Bilbao
Spain,,2 DF,Marc Cucurella,22 July 1998,Alella,Spain,24,Chelsea
Spain,,4 FW,Víctor Muñoz,13 July 2003,Barcelona,Spain,2,Osasuna
Spain,,4 FW,Borja Iglesias,17 January 1993,Santiago de Compostela,Spain,8,Celta Vigo
Uruguay,,1 GK,Sergio Rochet,23 March 1993,Nueva Palmira,Uruguay,35,Internacional
Uruguay,,2 DF,José María Giménez,20 January 1995,Canelones,Uruguay,99,Atlético Madrid
Uruguay,,2 DF,Sebastián Cáceres,18 August 1999,Montevideo,Uruguay,24,América
Uruguay,,2 DF,Ronald Araújo,7 March 1999,Rivera,Uruguay,27,Barcelona
Uruguay,,3 MF,Manuel Ugarte,11 April 2001,Montevideo,Uruguay,36,Manchester United
Uruguay,,3 MF,Rodrigo Bentancur,25 June 1997,Colonia del Sacramento,Uruguay,74,Tottenham Hotspur
Uruguay,,3 MF,Nicolás de la Cruz,1 June 1997,Montevideo,Uruguay,34,Flamengo
Uruguay,,3 MF,Federico Valverde,22 July 1998,Montevideo,Uruguay,73,Real Madrid
Uruguay,,4 FW,Darwin Núñez,24 June 1999,Artigas,Uruguay,38,Al-Hilal
Uruguay,,3 MF,Giorgian de Arrascaeta,1 June 1994,Nuevo Berlín,Uruguay,60,Flamengo
Uruguay,,4 FW,Facundo Pellistri,20 December 2001,Montevideo,Uruguay,39,Panathinaikos
Uruguay,,1 GK,Santiago Mele,6 September 1997,Montevideo,Uruguay,8,Monterrey
Uruguay,,2 DF,Guillermo Varela,24 March 1993,Montevideo,Uruguay,28,Flamengo
Uruguay,,3 MF,Agustín Canobbio,1 October 1998,Montevideo,Uruguay,15,Fluminense
Uruguay,,3 MF,Emiliano Martínez,17 August 1999,Punta del Este,Uruguay,10,Palmeiras
Uruguay,,2 DF,Mathías Olivera,31 October 1997,Montevideo,Uruguay,35,Napoli
Uruguay,,2 DF,Matías Viña,9 November 1997,Empalme Olmos,Uruguay,43,River Plate
Uruguay,,4 FW,Brian Rodríguez,20 May 2000,Tranqueras,Uruguay,32,América
Uruguay,,4 FW,Rodrigo Aguirre,1 October 1994,Montevideo,Uruguay,10,Tigres UANL
Uruguay,,3 MF,Maximiliano Araújo,15 February 2000,Montevideo,Uruguay,28,Sporting CP
Uruguay,,4 FW,Federico Viñas,30 June 1998,Montevideo,Uruguay,11,Oviedo
Uruguay,,3 MF,Joaquín Piquerez,24 August 1998,Montevideo,Uruguay,19,Palmeiras
Uruguay,,1 GK,Fernando Muslera,16 June 1986,Buenos Aires,Argentina,134,Estudiantes
Uruguay,,2 DF,Santiago Bueno,9 November 1998,Montevideo,Uruguay,8,Wolverhampton Wanderers
Uruguay,,3 MF,Juan Manuel Sanabria,29 March 2000,Florida,United States,5,Real Salt Lake
Uruguay,,3 MF,Rodrigo Zalazar,12 August 1999,Albacete,Spain,8,Braga
France,,1 GK,Brice Samba,25 April 1994,Linzolo,Republic of the Congo,4,Rennes
France,,2 DF,Malo Gusto,19 May 2003,Décines-Charpieu,France,11,Chelsea
France,,2 DF,Lucas Digne,20 July 1993,Meaux,France,58,Aston Villa
France,,2 DF,Dayot Upamecano,27 October 1998,Évreux,France,38,Bayern Munich
France,,2 DF,Jules Koundé,12 November 1998,14th arrondissement of Paris,France,48,Barcelona
France,,3 MF,Manu Koné,17 May 2001,Colombes,France,14,Roma
France,,4 FW,Ousmane Dembélé,15 May 1997,Vernon,France,59,Paris Saint-Germain
France,,3 MF,Aurélien Tchouaméni,27 January 2000,Rouen,France,46,Real Madrid
France,,4 FW,Marcus Thuram,6 August 1997,Parma,Italy,34,Inter Milan
France,,4 FW,Kylian Mbappé,20 December 1998,Paris,France,98,Real Madrid
France,,4 FW,Michael Olise,12 December 2001,London,United Kingdom,17,Bayern Munich
France,,4 FW,Bradley Barcola,2 September 2002,Villeurbanne,France,20,Paris Saint-Germain
France,,3 MF,N'Golo Kanté,29 March 1991,Paris,France,69,Fenerbahçe
France,,3 MF,Adrien Rabiot,3 April 1995,Saint-Maurice,France,59,Milan
France,,2 DF,Ibrahima Konaté,25 May 1999,Paris,France,28,Liverpool
France,,1 GK,Mike Maignan,3 July 1995,Cayenne,France,40,Milan
France,,2 DF,William Saliba,24 March 2001,Bondy,France,32,Arsenal
France,,3 MF,Warren Zaïre-Emery,8 March 2006,Montreuil,France,11,Paris Saint-Germain
France,,2 DF,Théo Hernandez,6 October 1997,Marseille,France,44,Al-Hilal
France,,4 FW,Désiré Doué,3 June 2005,Angers,France,7,Paris Saint-Germain
